0000-01-01T00:00:00;1;8;0;[5, 6];[3, 6]
0000-01-01T00:00:00;1;2;0;[5, 6];[4, 5]
0000-01-01T00:00:00;1;9;0;[5, 6];[4, 8]
0000-01-01T00:00:00;1;3;0;[5, 6];[7, 8]
0000-01-01T00:00:00;2;8;0;[4, 5];[3, 6]
0000-01-01T00:00:00;3;6;0;[7, 8];[5, 10]
0000-01-01T00:00:00;3;4;0;[7, 8];[8, 6]
0000-01-01T00:00:00;5;8;0;[1, 6];[3, 6]
0000-01-01T00:00:00;6;9;0;[5, 10];[4, 8]
0000-01-01T00:00:00;8;9;0;[3, 6];[4, 8]
0000-01-01T00:00:02;1;8;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;1;2;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;1;5;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;1;6;6;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:02;2;8;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;2;5;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;2;6;6;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:02;3;9;6;[5.0, 9.0];[5.0, 9.0]
0000-01-01T00:00:02;3;6;6;[5.0, 9.0];[3.0, 7.0]
0000-01-01T00:00:02;3;4;6;[5.0, 9.0];[7.0, 7.0]
0000-01-01T00:00:02;4;9;6;[7.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:02;5;8;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:02;5;6;6;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:02;6;9;6;[3.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:02;6;8;6;[3.0, 7.0];[3.0, 5.0]
0000-01-01T00:00:02;7;10;6;[5.0, 1.0];[3.0, 1.0]
0000-01-01T00:00:04;1;8;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;1;2;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;1;5;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;1;6;5;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:04;2;8;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;2;5;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;2;6;5;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:04;3;9;6;[5.0, 9.0];[5.0, 9.0]
0000-01-01T00:00:04;3;6;5;[5.0, 9.0];[3.0, 7.0]
0000-01-01T00:00:04;3;4;6;[5.0, 9.0];[7.0, 7.0]
0000-01-01T00:00:04;4;9;6;[7.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:04;5;8;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:04;5;6;5;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:04;6;9;5;[3.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:04;6;8;4;[3.0, 7.0];[3.0, 5.0]
0000-01-01T00:00:04;7;10;6;[5.0, 1.0];[3.0, 1.0]
0000-01-01T00:00:06;1;8;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;1;2;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;1;5;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;1;6;6;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:06;2;8;6;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;2;5;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;2;6;6;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:06;3;9;5;[5.0, 9.0];[5.0, 9.0]
0000-01-01T00:00:06;3;6;5;[5.0, 9.0];[3.0, 7.0]
0000-01-01T00:00:06;3;4;5;[5.0, 9.0];[7.0, 7.0]
0000-01-01T00:00:06;4;9;6;[7.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:06;5;8;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:06;5;6;5;[3.0, 5.0];[3.0, 7.0]
0000-01-01T00:00:06;6;9;6;[3.0, 7.0];[5.0, 9.0]
0000-01-01T00:00:06;6;8;6;[3.0, 7.0];[3.0, 5.0]
0000-01-01T00:00:06;7;10;5;[5.0, 1.0];[3.0, 1.0]
0000-01-01T00:00:08;1;8;5;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:08;1;2;4;[3.0, 5.0];[3.0, 5.0]
0000-01-01T00:00:08;1;5;5;[3.0, 5.0];[3.0, 5.0]
